PPTYP,PPTYPT,PPGROUP,PPGROUPT,PAYPLAN,PAYPLANT,PPGRD
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-11
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-12
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-13
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-14
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-15
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-16
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-17
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-18
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-20
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-21
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-22
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-23
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-24
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-25
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-26
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-27
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-28
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-29
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-30
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-31
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-33
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-35
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-37
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-39
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-40
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-DE
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-PH
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AL,AL-ADMINISTRATIVE LAW JUDGES,AL-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AL,AL-ADMINISTRATIVE LAW JUDGES,AL-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AL,AL-ADMINISTRATIVE LAW JUDGES,AL-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,CA,CA-BOARD OF CONTRACT APPEALS,CA-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ED,ED-EXPERT (5 U.S.C. 3109),ED-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ED,ED-EXPERT (5 U.S.C. 3109),ED-14
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ED,ED-EXPERT (5 U.S.C. 3109),ED-15
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EE,EE-EXPERT (OTHER),EE-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EF,EF-CONSULTANT (5 U.S.C. 3109),EF-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EF,EF-CONSULTANT (5 U.S.C. 3109),EF-09
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EF,EF-CONSULTANT (5 U.S.C. 3109),EF-13
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EF,EF-CONSULTANT (5 U.S.C. 3109),EF-14
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EF,EF-CONSULTANT (5 U.S.C. 3109),EF-15
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EG,EG-CONSULTANT (OTHER),EG-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EH,EH-ADVISORY COMMITTEE MEMBER (5 U.S.C. 3109),EH-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EI,EI-ADVISORY COMMITTEE MEMBER (OTHER),EI-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ES,ES-SENIOR EXECUTIVE SERVICE,ES-**
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-**
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-04
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-05
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FE,FE-SENIOR FOREIGN SERVICE,FE-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FE,FE-SENIOR FOREIGN SERVICE,FE-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FE,FE-SENIOR FOREIGN SERVICE,FE-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FE,FE-SENIOR FOREIGN SERVICE,FE-OC
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FO,FO-FOREIGN SERVICE OFFICERS,FO-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FO,FO-FOREIGN SERVICE OFFICERS,FO-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FO,FO-FOREIGN SERVICE OFFICERS,FO-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-04
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-05
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-06
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-07
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-08
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-09
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,IG,IG-INSPECTORS GENERAL WHOSE RATE OF BASIC PAY IS SET AT LEVEL III OF THE EXECUTIVE SCHEDULE PLUS 3 PERCENT,IG-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SL,SL-SENIOR LEVEL POSITIONS,SL-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SR,SR-STATUTORY RATES NOT ELSEWHERE SPECIFIED,SR-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SR,SR-STATUTORY RATES NOT ELSEWHERE SPECIFIED,SR-PH
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ST,ST-SCIENTIFIC AND PROFESSIONAL,ST-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-30
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-33
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-34
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-35
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-37
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-38
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-39
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-40
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-42
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-43
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-44
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AO,"AO-MANAGEMENT SUPPORT CAREER PATH, PUBLIC HEALTH HUMAN RESOURCES SYSTEM DEMONSTRATION PROJECT",AO-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AO,"AO-MANAGEMENT SUPPORT CAREER PATH, PUBLIC HEALTH HUMAN RESOURCES SYSTEM DEMONSTRATION PROJECT",AO-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AO,"AO-MANAGEMENT SUPPORT CAREER PATH, PUBLIC HEALTH HUMAN RESOURCES SYSTEM DEMONSTRATION PROJECT",AO-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AP,"AP-ADMINISTRATIVE, PROFESSIONAL, AND SCIENTIFIC CAREER PATH, PUBLIC HEALTH HUMAN RESOURCES SYS DEMO PRJECT",AP-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AP,"AP-ADMINISTRATIVE, PROFESSIONAL, AND SCIENTIFIC CAREER PATH, PUBLIC HEALTH HUMAN RESOURCES SYS DEMO PRJECT",AP-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AP,"AP-ADMINISTRATIVE, PROFESSIONAL, AND SCIENTIFIC CAREER PATH, PUBLIC HEALTH HUMAN RESOURCES SYS DEMO PRJECT",AP-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AP,"AP-ADMINISTRATIVE, PROFESSIONAL, AND SCIENTIFIC CAREER PATH, PUBLIC HEALTH HUMAN RESOURCES SYS DEMO PRJECT",AP-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AP,"AP-ADMINISTRATIVE, PROFESSIONAL, AND SCIENTIFIC CAREER PATH, PUBLIC HEALTH HUMAN RESOURCES SYS DEMO PRJECT",AP-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AP,"AP-ADMINISTRATIVE, PROFESSIONAL, AND SCIENTIFIC CAREER PATH, PUBLIC HEALTH HUMAN RESOURCES SYS DEMO PRJECT",AP-5S
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AP,"AP-ADMINISTRATIVE, PROFESSIONAL, AND SCIENTIFIC CAREER PATH, PUBLIC HEALTH HUMAN RESOURCES SYS DEMO PRJECT",AP-6S
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AS,"AS-SCIENTIFIC AND TECHNICAL SUPPORT CAREER PATH, PUBLIC HEALTH HUMAN RESOURCES SYSTEM DEMONSTRATION PROJECT",AS-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-DC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-DH
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-EC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-EG
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-EH
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-EJ
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-EL
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-FC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-FF
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-FG
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-FH
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-FI
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-FJ
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-FL
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-GC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-GF
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-GG
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-GH
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-GI
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-GJ
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-GL
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-HC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-HF
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-HH
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-HI
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-HJ
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-HL
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-IC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-ID
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-IF
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-IH
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-II
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-IJ
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-IK
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-IL
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-JC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-JD
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-JH
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-JI
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-JJ
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-JK
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-JL
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-KC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-KD
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-KF
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-KH
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-KI
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-KJ
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-KK
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-KL
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-LC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-LD
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-LF
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-LG
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-LH
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-LI
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-LJ
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-LK
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-LL
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-06
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-07
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-08
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CM,CM-FDIC SUPERVISORY AND MANAGERIAL POSITIONS BELOW THE EXECUTIVE LEVEL ONLY,CM-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CM,CM-FDIC SUPERVISORY AND MANAGERIAL POSITIONS BELOW THE EXECUTIVE LEVEL ONLY,CM-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CT,"CT-COMMODITY FUTURES TRADING COMMISSION POSITIONS PREVIOUSLY DEFINED UNDER PAY PLAN CODES AD, ES, GM, AND GS",CT-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CT,"CT-COMMODITY FUTURES TRADING COMMISSION POSITIONS PREVIOUSLY DEFINED UNDER PAY PLAN CODES AD, ES, GM, AND GS",CT-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CT,"CT-COMMODITY FUTURES TRADING COMMISSION POSITIONS PREVIOUSLY DEFINED UNDER PAY PLAN CODES AD, ES, GM, AND GS",CT-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CT,"CT-COMMODITY FUTURES TRADING COMMISSION POSITIONS PREVIOUSLY DEFINED UNDER PAY PLAN CODES AD, ES, GM, AND GS",CT-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CT,"CT-COMMODITY FUTURES TRADING COMMISSION POSITIONS PREVIOUSLY DEFINED UNDER PAY PLAN CODES AD, ES, GM, AND GS",CT-07
